RANKING,NIT,RAZON_SOCIAL,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,CIIU,DESCRIPCION_CIIU,AÑOS_EMPRESA,ACTIVOS_2023,PASIVOS_2023,PATRIMONIO_2023,INGRESOS_OPERACIONALES_2023,UTILIDAD_2023,ACTIVOS_2022,PASIVOS_2022,PATRIMONIO_2022,INGRESOS_OPERACIONALES_2022,UTILIDAD_2022,DIRECCION,TELEFONO,CELULAR,EMAIL,SUPERVISOR
8176,800245344,EMPRESA DE SERVICIOS PUBLICOS DE OCAÑA S.A.  E.S.P.,54,NORTE DE SANTANDER,54498,OCAÑA,3600,"Captación, tratamiento y distribución de agua",,20023587000.0,12343386000.0,7680201000.0,26562684000.0,1380287000.0,17502963000.0,10665073000.0,6837890000.0,22204399000.0,931085000.0,,,,,SUPERSERVICIOS
8177,900324996,LINEA ESTRATEGICA SAS,05,ANTIOQUIA,05001,MEDELLÍN,9007,Actividades de espectáculos musicales en vivo,14.234086242299794,29686002000.0,19165470000.0,10520532000.0,26542676000.0,3993087000.0,22083435000.0,15555990000.0,6527445000.0,21357394000.0,2764440000.0,CR 28 16 85,4898167,3165267461,INFO@LINEAESTRATEGICA.COM,SUPERSOCIEDADES
8178,830021100,TERMINALES AUTOMOTRICES SA EN REORGANIZACION,25,CUNDINAMARCA,25286,FUNZA,2930,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",27.340177960301162,27929477000.0,17304670000.0,10624807000.0,26535744000.0,1395602000.0,27465752000.0,18236545000.0,9229207000.0,27364946000.0,2786192000.0,PARQUE INDUSTRIAL SAN DIEGO KM 1.5 VIA FUNZA SIBERIA BODEGA 4 MANZANA F,8267126,3174490822,JEFECONTABILIDAD@TNK.COM.CO,SUPERSOCIEDADES
8179,900206898,AGROPECUARIA JAS Y CIA LTDA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0144,Cría de ganado porcino,15.80287474332649,18390449000.0,1122376000.0,17268073000.0,26529702000.0,1528414000.0,9452799000.0,942416000.0,8510383000.0,22566776000.0,843389000.0,AC 22 25 32  P2,3350688,3105735167,contabilidadagropecuariajas@gmail.com,SUPERSOCIEDADES
8180,860028581,DELCOP COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,57.78781656399726,50538257000.0,9490016000.0,41048241000.0,26528528000.0,10290936000.0,55246729000.0,24489424000.0,30757305000.0,15262704000.0,-176301000.0,cl 68 a 92,5804550,3002161516,legal@xcol.co,SUPERSOCIEDADES
8181,860001711,WEST PHARMACEUTICAL SERVICES COLOMBIA SAS,25,CUNDINAMARCA,25817,TOCANCIPÁ,4669,Comercio al por mayor de otros productos n.c.p.,63.657768651608485,25859236000.0,6807735000.0,19051501000.0,26526890000.0,3396274000.0,24785807000.0,8996199000.0,15789608000.0,33269612000.0,5355412000.0,Parque industrial GranSabana Bodega M33,6018698799,3176438555,eduar.saavedra@westpharma.com,SUPERSOCIEDADES
8182,901372336,SUPERMERCADO MERKOPOLIS 1 S.A.S.,05,ANTIOQUIA,05001,MEDELLÍN,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",3.8412046543463383,4770241000.0,2704376000.0,2065865000.0,26518676000.0,558089000.0,3591875000.0,2084099000.0,1507776000.0,23686464000.0,426216000.0,Carrera 33 48 46,2174286,3148813806,merkopolis@hotmail.com,SUPERSOCIEDADES
8183,890506038,PROMOTORA DE INVERSIONES S.A.S. PROINSA,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,4111,Construcción de edificios residenciales,37.69472963723477,48009740000.0,13704409000.0,34305331000.0,26505316000.0,2836866000.0,55302554000.0,23815653000.0,31486901000.0,18475992000.0,-2038875000.0,CL 11 #1E-125 OFICINA 301 QUINTA VELEZ,5888002,3167835856,CONTADOR@VIVIENDASYVALORES.COM.CO,SUPERSOCIEDADES
8184,800129680,FLORES EL FUTURO SA,25,CUNDINAMARCA,25175,CHÍA,0125,Cultivo de flor de corte,34.24503764544832,23933723000.0,7754789000.0,16178934000.0,26504500000.0,-364202000.0,23165571000.0,6622435000.0,16543136000.0,23136426000.0,114847000.0,CC CENTRO CHIA CENTRO EMPRESARIAL OF 422,6018840049,3125856781,contabilidad@floreselfuturo.com,SUPERSOCIEDADES
8185,860402618,LADRILLERA OVINDOLI SA,25,CUNDINAMARCA,25200,COGUA,2392,Fabricación de materiales de arcilla para la construcción,41.23203285420944,21426442000.0,13378719000.0,8047723000.0,26501044000.0,1887802000.0,20232708000.0,14072787000.0,6159921000.0,27154232000.0,1116125000.0,VEREDA EL OLIVO,3153670088,3153670088,notificacionesempresariales1@gmail.com,SUPERSOCIEDADES
8186,900428482,YADAS WT IMPORTACIONES SAS ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",12.7419575633128,12647810000.0,7407831000.0,5239979000.0,26499874000.0,966563000.0,14421689000.0,10148273000.0,4273416000.0,27892422000.0,880399000.0,Cr 27 A No. 70 67,3182801164,3182801164,yadaswtimportaciones@hotmail.com,SUPERSOCIEDADES
8187,901300333,IPS FUSA S.A.S.,08,ATLÁNTICO,08001,BARRANQUILLA,8699,Otras actividades de atención de la salud humana,,17648733000.0,9714719000.0,7934014000.0,26494485000.0,2939873000.0,12182752000.0,7566121000.0,4616631000.0,21792389000.0,2954626000.0,,,,,SUPERSALUD
8188,891200952,E.S.E HOSPITAL EDUARDO SANTOS,52,NARIÑO,52399,LA UNIÓN,8610,"Actividades de hospitales y clínicas, con internación",,25427423000.0,9311288000.0,16116135000.0,26490042000.0,1608541000.0,22973344000.0,8466068000.0,14507276000.0,22366613000.0,-303894000.0,,,,,SUPERSALUD
8189,811038173,CMSA S.A.S. ,05,ANTIOQUIA,05001,MEDELLÍN,4610,Comercio al por mayor a cambio de una retribución o por contrata,20.80766598220397,9865087000.0,5448408000.0,4416679000.0,26487508000.0,1278394000.0,8366094000.0,5227809000.0,3138285000.0,18658854000.0,626288000.0,CL 16 45 72,2660502,3146798983,contabilidad@cmsa.com.co,SUPERSOCIEDADES
8190,900456885,TALENTO DORADO S.A,05,ANTIOQUIA,05001,MEDELLÍN,9312,Actividades de clubes deportivos,12.451745379876797,21660152000.0,6307318000.0,15352834000.0,26476648000.0,7398699000.0,13332061000.0,5377926000.0,7954135000.0,15035706000.0,1760894000.0,AVENIDA LLANO GRANDE AER JMC ESTACION POLICIA FINCA REMOLINO,5941242,3206685130,contabilidad@aguilasdoradas.com.co,SUPERSOCIEDADES
8191,900327909,AGRICOLA MARGARITA S.A.S.,47,MAGDALENA,47001,SANTA MARTA,0122,Cultivo de plátano y banano,14.099931553730322,58658629000.0,7542689000.0,51115940000.0,26472460000.0,203384000.0,56905885000.0,7631029000.0,49274856000.0,26800772000.0,402780000.0,TRONCAL DEL CARIBE KM 2 VIA A GAIRA,4209964,3232326421,info@grupoagrovid.com,SUPERSOCIEDADES
8192,800223618,MEDINUCLEAR S.A.S,52,NARIÑO,52001,PASTO,8691,Actividades de apoyo diagnóstico,,50140273000.0,19087254000.0,31053019000.0,26469913000.0,3346745000.0,42493991000.0,20014144000.0,22479847000.0,20552281000.0,1204598000.0,,,,,SUPERSALUD
8193,800016505,INPARME SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0126,Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,36.238193018480494,40870687000.0,7642785000.0,33227902000.0,26469424000.0,1627034000.0,41552342000.0,7347390000.0,34204952000.0,37295256000.0,11021522000.0,CL 81 A  8 57 PISO 2,3222003635,3222003635,gerencia@inparme.com.co,SUPERSOCIEDADES
8194,900129938,VERONA GROUP SAS EN PROCESO DE NEGOCIACION DE EMERGENCIA,05,ANTIOQUIA,05001,MEDELLÍN,4643,Comercio al por mayor de calzado,16.93908281998631,18039914000.0,13498043000.0,4541871000.0,26468852000.0,2538326000.0,23224941000.0,21224024000.0,2000917000.0,29639436000.0,119151000.0,CR 52 46 68 OFICINA 110,3223833,3176435664,gerencia@veronagrouo.com.co,SUPERSOCIEDADES
8195,800247030,HOTELES EL SALITRE SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",5511,Alojamiento en hoteles,29.700205338809035,4345105000.0,3250005000.0,1095100000.0,26466624000.0,267488000.0,3181603000.0,2353991000.0,827612000.0,21402378000.0,426229000.0,CLL 25B No 69A 50,4233000,3144115384,contraloria.capital@ghlhoteles.com,SUPERSOCIEDADES
8196,900547305,ARCARIS LABS SAS,17,CALDAS,17001,MANIZALES,6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",11.4798083504449,8850767000.0,2469785000.0,6380982000.0,26466564000.0,1230729000.0,9573616000.0,4423362000.0,5150254000.0,30424528000.0,1386504000.0,CR 23 C 62 72 OF 506 507,8932559,3136940997,accountspayable_col@playvox.com,SUPERSOCIEDADES
8197,900073645,WINTUKWA I.P.S.I.,20,CESAR,20001,VALLEDUPAR,8621,"Actividades de la práctica médica, sin internación",,21756177000.0,6687727000.0,15068450000.0,26463109000.0,8907520000.0,14164458000.0,6692402000.0,7472056000.0,18163672000.0,3209361000.0,,,,,SUPERSALUD
8198,830144557,HARRYSA SOCIEDAD POR ACCIONES SIMPLIFICADA HARRYSA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",5611,Expendio a la mesa de comidas preparadas,19.43874058863792,14690574000.0,4516923000.0,10173651000.0,26462601000.0,4232702000.0,14654474000.0,4850838000.0,9803636000.0,25483244000.0,3597021000.0,CRA 9 75 70,3477150,3103426099,l.pineda@harrysasson.com,SUPERSOCIEDADES
8199,890942766,CONSTRUCTORA MONSERRATE DE COLOMBIA SAS,05,ANTIOQUIA,05001,MEDELLÍN,4111,Construcción de edificios residenciales,37.021218343600275,228130776000.0,189180083000.0,38950693000.0,26461882000.0,11020863000.0,174276763000.0,145346933000.0,28929830000.0,53126868000.0,5473263000.0,TRANSVERSAL 34 A 74 A 23,3220477,3183818187,contactocc@cmonserrate.com,SUPERSOCIEDADES
8200,900539642,DISEPIL MEGAPRESS S.A.S,25,CUNDINAMARCA,25214,COTA,4290,Construcción de otras obras de ingeniería civil,11.964407939767282,15149078000.0,7169297000.0,7979781000.0,26460636000.0,1888715000.0,16784741000.0,10329950000.0,6454791000.0,23200284000.0,1329481000.0,Aut Medellim Km 1 CE LOS ROBLES OF 301,8233996,3125548030,gerencia@disepilmegapress.com  gerencia@disepilmegapress.com,SUPERSOCIEDADES
8201,860042209,LEGIS EDITORES SA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",5811,Edición de libros,49.073237508555785,27427176000.0,18319527000.0,9107649000.0,26460380000.0,-94675000.0,21900553000.0,12021318000.0,9879235000.0,28493388000.0,676910000.0,CALLE 70 # 7 - 30 PISO 8 EDIFICIO,4255255,3202293516,NOTIFICACIONES@LEGIS.COM.CO,SUPERSOCIEDADES
8202,891701392,SERRANO OREJARENA Y CIA SAS SOCOL,08,ATLÁNTICO,08001,BARRANQUILLA,4754,"Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados",45.27310061601643,46663721000.0,38538599000.0,8125122000.0,26460272000.0,1173176000.0,44328507000.0,36039316000.0,8289191000.0,25798218000.0,970546000.0,CALLE 37 44 109,3510026,3106153505,socol.contabilidad@gmail.com,SUPERSOCIEDADES
8203,800011651,INGENIERIA Y CONTRATOS SAS,05,ANTIOQUIA,05001,MEDELLÍN,4210,Construcción de carreteras y vías de ferrocarril,36.51745379876797,41844112000.0,17053342000.0,24790770000.0,26457560000.0,1131398000.0,38078802000.0,10073464000.0,28005338000.0,27774572000.0,-2664701000.0,CRA 45 31 114,6044446588,3174792320,financiera@ingycon.net,SUPERSOCIEDADES
8204,800182918,RENAL MEDICAL MARKETING LIMITADA,25,CUNDINAMARCA,25286,FUNZA,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",31.07460643394935,28490701000.0,12305582000.0,16185119000.0,26450312000.0,4506228000.0,26091240000.0,14350501000.0,11740739000.0,25408622000.0,6007956000.0,"AUT MEDELLIN KN 7,8 BODEGA 146 PARQUE INDUSTRIAL CELTA TRADE PARK",6018966429,3138725064,contador@renal-medical.com,SUPERSOCIEDADES
8205,830080928,IITIS SUPPORT SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,22.951403148528406,11039550000.0,6203218000.0,4836332000.0,26445226000.0,1728767000.0,6998459000.0,3699451000.0,3299008000.0,18477804000.0,362850000.0,CL 102 47 A 66,7448644,3184320705,iinfo@itis.com.co,SUPERSOCIEDADES
8206,900456160,LACASSINE SAS,66,RISARALDA,66001,PEREIRA,5511,Alojamiento en hoteles,12.410677618069816,48364256000.0,6087977000.0,42276279000.0,26445072000.0,7589809000.0,40337698000.0,5942342000.0,34395356000.0,22188108000.0,5144715000.0,KILOMETRO 7 VIA CERRITOS,3116356471,3116356471,contabilidad@mueblesalbura.com.co,SUPERSOCIEDADES
8207,900040346,HOSTDIME.COM.CO S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",18.38466803559206,30502161000.0,23392507000.0,7109654000.0,26426600000.0,2139904000.0,28392094000.0,23422345000.0,4969749000.0,17523896000.0,583653000.0,Calle 185 # 45 03 Torre empresarial Oficina 603 CC SantaFe,3168185340,3168185340,administracion@hostdime.co,SUPERSOCIEDADES
8208,800005311,PROELASTICOS SAS,05,ANTIOQUIA,05001,MEDELLÍN,1311,Preparación e hilatura de fibras textiles,36.72553045859001,17511855000.0,6013821000.0,11498034000.0,26418456000.0,1418128000.0,18601154000.0,7591248000.0,11009906000.0,30229196000.0,1096330000.0,CALLE 7 N.50-45,3613031,3217846994,proelasticos@proelasticos.com.co,SUPERSOCIEDADES
8209,900665341,AYESA ADVANCED TECHNOLOGIES SA SUCURSAL COLOMBIA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,10.203969883641342,36997152000.0,38122429000.0,-1125277000.0,26415968000.0,-4722400000.0,45456485000.0,41859363000.0,3597122000.0,51080128000.0,-119923000.0,CALLE 126 7 26,7042782,3173634332,GERENCIACOLOMBIA@AYESA.COM,SUPERSOCIEDADES
8210,900927454,EPIK ASOCIADOS SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6619,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,7.942505133470226,49498523000.0,29952952000.0,19545571000.0,26413104000.0,1302984000.0,37582373000.0,28357493000.0,9224880000.0,48347180000.0,5057254000.0,CL 72A 6 12,7437127,3152197567,FBASTO@EPIK.COM.CO,SUPERSOCIEDADES
8211,830507412,CADENA COURRIER SAS,05,ANTIOQUIA,05380,LA ESTRELLA,5320,Actividades de mensajería,,53925651000.0,29785332000.0,24140322000.0,26411752000.0,-706635000.0,59456769000.0,34609815000.0,24846954000.0,33493713000.0,810310000.0,,,,,SUPERTRANSPORTE
8212,900863185,1 SOLUTION SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica,8.503764544832306,10748395000.0,3828993000.0,6919402000.0,26409680000.0,209107000.0,13744834000.0,7034539000.0,6710295000.0,39594384000.0,2702901000.0,CR 49 A 91 85,5330033,3104681576,info@1solution.co,SUPERSOCIEDADES
8213,900354495,AGROINSUMOS SALAMANCA & CIA SAS,73,TOLIMA,73268,ESPINAL,4690,Comercio al por mayor no especializado,13.735797399041752,11166040000.0,5855456000.0,5310584000.0,26406000000.0,1542708000.0,5535842000.0,1667966000.0,3867876000.0,15628734000.0,744555000.0,KM 2 VIA ESPINAL GIRARDOT,9999999,3214495722,contabilidad@agroinsumossalamanca.com,SUPERSOCIEDADES
8214,900447782,NAVISABANA S.A,05,ANTIOQUIA,05001,MEDELLÍN,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,12.525667351129364,212996678000.0,86273409000.0,126723269000.0,26405944000.0,5705654000.0,215348356000.0,94330740000.0,121017616000.0,18977086000.0,4012503000.0,CALLE 11 SUR # 50-50,3606161,6043606161,mherrera@navitrans.com.co,SUPERSOCIEDADES
8215,830060529,WAVEMAKER COLOMBIA SAS ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7310,Publicidad,24.44626967830253,67036431000.0,28934700000.0,38101731000.0,26403578000.0,8252324000.0,67539002000.0,37570888000.0,29968114000.0,26493684000.0,4532329000.0,AK 9 # 101 - 67,3115592239,3115592239,CONSUELO.BERNAL@GROUPM.COM,SUPERSOCIEDADES
8216,901451926,EXTRACTORA DE PALMAS OLEAGINOSAS DEL MAGDALENA SAS,47,MAGDALENA,47001,SANTA MARTA,1031,Extracción de aceites de origen vegetal crudos,2.940451745379877,18870267000.0,12927827000.0,5942440000.0,26402308000.0,-585741000.0,20892172000.0,14363991000.0,6528181000.0,44907484000.0,3197306000.0,CALLE 27 NO. 3-36 EDIFICIO DAVILA & DAVILA,4233111,3114126191,CONTABILIDADGRUPODAVILA@GMAIL.COM,SUPERSOCIEDADES
8217,900080250,GLS HEALTH & BIOTECHNOLOGY S A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",17.776865160848732,21425789000.0,11770979000.0,9654810000.0,26395404000.0,1207196000.0,18162670000.0,10372588000.0,7790082000.0,20956864000.0,1182356000.0,Cl 164 19 A 26,6014759999,3185818618,administrativo@glscolombia.com,SUPERSOCIEDADES
8218,900512637,INTERLIFT SAS,25,CUNDINAMARCA,25214,COTA,2816,Fabricación de equipo de elevación y manipulación,11.791923340177961,38662776000.0,35582375000.0,3080401000.0,26371008000.0,1150607000.0,32397864000.0,30468070000.0,1929794000.0,22736032000.0,542896000.0,VEREDA VUELTA GRANDE KM 2.5 AUTOP MEDELLIN PORTOS SABANA 80 BOD 126,8767055,3219041552,info@interlift.co,SUPERSOCIEDADES
8219,900076109,TUBOS Y PLASTICOS EXTRUIDOS SA TUBOPLEX SA EN REORGANIZACION,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",2221,Fabricación de formas básicas de plástico,17.812457221081452,28229781000.0,16218155000.0,12011626000.0,26370782000.0,1697594000.0,27775945000.0,17461912000.0,10314033000.0,29674016000.0,341584000.0,CR 69 BIS 39 05 SUR,7703990,3143572783,gerencia@tuboplex.com,SUPERSOCIEDADES
8220,900445344,INVERSIONES FAJITEX,05,ANTIOQUIA,05001,MEDELLÍN,1399,Fabricación de otros artículos textiles n.c.p.,12.577686516084873,16958341000.0,13595028000.0,3363313000.0,26370072000.0,-1740987000.0,15956951000.0,10852651000.0,5104300000.0,26387438000.0,897697000.0,CR 86 CL 43 38,4447169,3003869396,contador@fajasfajitex.com,SUPERSOCIEDADES
8221,900236008,CUIDARTE EN CASA SAS,17,CALDAS,17001,MANIZALES,8610,"Actividades de hospitales y clínicas, con internación",,32777361000.0,9803555000.0,22973806000.0,26363995000.0,8058214000.0,16953293000.0,3582836000.0,13370457000.0,22033207000.0,5347619000.0,,,,,SUPERSALUD
8222,900496980,CENTRA INGENIERIA Y CONSTRUCCION SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4290,Construcción de otras obras de ingeniería civil,11.898699520876113,23244744000.0,13087133000.0,10157611000.0,26361652000.0,2074541000.0,20120029000.0,11454526000.0,8665503000.0,21031764000.0,1728133000.0,CR 100B 11A 19 OF 407 TORRE PANCE,6024016132,3147255839,administracion@centra.co,SUPERSOCIEDADES
8223,901164532,TICKET COLOMBIA S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7990,Otros servicios de reserva y actividades relacionadas,5.812457221081451,112557403000.0,107902058000.0,4655345000.0,26357404000.0,1634002000.0,16629538000.0,13608195000.0,3021343000.0,13214952000.0,3060629000.0,KR 11 87 51 OF 201,3299729,3103231579,legalcolombia@eticket.com.co,SUPERSOCIEDADES
8224,891101873,LAS BRISAS AGROPECUARIAS S EN C,41,HUILA,41001,NEIVA,0144,Cría de ganado porcino,44.7419575633128,13550965000.0,6548318000.0,7002647000.0,26354950000.0,1098138000.0,12290809000.0,6386300000.0,5904509000.0,21009404000.0,764255000.0,CRA 5 17 27 SUR ZN INDUSTRIAL,6088731560,3152345382,agropecuarias@carneslasbrisas.com,SUPERSOCIEDADES
8225,901180382,VISIÓN INTEGRADOS S.A.S,05,ANTIOQUIA,05001,MEDELLÍN,8699,Otras actividades de atención de la salud humana,,10906238000.0,5568770000.0,5337468000.0,26351372000.0,2536668000.0,6833931000.0,4033131000.0,2800800000.0,18992666000.0,921987000.0,,,,,SUPERSALUD
8226,830070851,PROMOTORA HERRERA VARGAS SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0126,Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,24.309377138945926,189823802000.0,16951650000.0,172872152000.0,26349728000.0,18131273000.0,175171948000.0,17865404000.0,157306544000.0,25794720000.0,18796632000.0,CR 9 74 08 OF 208,7186240,3213129567,squiroga@sepalm.com.co,SUPERSOCIEDADES
8227,900259195,AGRÍCOLA UBERABA S.A.S.,05,ANTIOQUIA,05001,MEDELLÍN,0122,Cultivo de plátano y banano,15.000684462696784,54061630000.0,36741093000.0,17320537000.0,26348936000.0,2459100000.0,46790504000.0,61929067000.0,-15138563000.0,2051944000.0,-18231149000.0,Calle 52 47 42 piso 15,6045115540,3146251742,cad@uberaba.com.co,SUPERSOCIEDADES
8228,830104929,LOGISTICA REPREMUNDO SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4923,Transporte de carga por carretera,,7342968522.0,3558770838.0,3784197684.0,26345773234.0,811127027.0,7378193737.0,4405123080.0,2973070657.0,24945065022.0,1153333927.0,,,,,SUPERTRANSPORTE
8229,860531791,COOPERATIVA NACIONAL DE RESERVISTAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8010,Actividades de seguridad privada,,7112272690.0,4061720535.0,3050552155.0,26344407074.0,143722585.0,6974131000.0,3765245000.0,3208886000.0,21213550000.0,180254000.0,,,,,SUPERVIGILANCIA
8230,900423160,INGICAT SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica,12.810403832991103,17436845000.0,10094266000.0,7342579000.0,26341876000.0,684913000.0,13630328000.0,6629363000.0,7000965000.0,19387818000.0,571604000.0,CRA 68 D 96 59,2455810,3184113937,CONTACTO@INGICAT.COM,SUPERSOCIEDADES
8231,901375718,AVINORT LRM  S.A.S.,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,0145,Cría de aves de corral,3.8247775496235454,5951195000.0,3420620000.0,2530575000.0,26314410000.0,909420000.0,3470692000.0,1849537000.0,1621155000.0,26497024000.0,915802000.0,AV 4 7 67 BRR EL CENTRO,6075967011,3176467165,avicolaavinort@hotmail.com,SUPERSOCIEDADES
8232,900422989,EXCO TOOLING SOLUTIONS SAS,05,ANTIOQUIA,05615,RIONEGRO,2822,Fabricación de máquinas formadoras de metal y de máquinas herramienta,12.777549623545516,26257996000.0,2039266000.0,24218730000.0,26310378000.0,3487891000.0,29624654000.0,4731710000.0,24892944000.0,27119202000.0,4135860000.0,Zona Franca Rionegro  Vda Chachafruto BG 212,6045628755,3188883049,lisbettysilva@excoglobal.com,SUPERSOCIEDADES
